,Description: ,Kaspersky Lab format recognizer driver
,Name: ,klpd
,PathName: ,C:\Windows\system32\DRIVERS\klpd.sys
,ServiceType: ,File System Driver
,State: ,Running
,Status: ,OK
,Description: ,Kaspersky Security Data Escort Adapter
,Name: ,kltap
,PathName: ,C:\Windows\system32\DRIVERS\kltap.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,kltdi
,Name: ,kltdi
,PathName: ,C:\Windows\system32\DRIVERS\kltdi.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,KLwtp - WFP callout traffic inspector
,Name: ,Klwtp
,PathName: ,C:\Windows\system32\DRIVERS\klwtp.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,kneps
,Name: ,kneps
,PathName: ,C:\Windows\system32\DRIVERS\kneps.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,KSecDD
,Name: ,KSecDD
,PathName: ,C:\Windows\system32\Drivers\ksecdd.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,KSecPkg
,Name: ,KSecPkg
,PathName: ,C:\Windows\system32\Drivers\ksecpkg.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Link-Layer Topology Discovery Mapper I/O Driver
,Name: ,lltdio
,PathName: ,C:\Windows\system32\DRIVERS\lltdio.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,LSI_FC
,Name: ,LSI_FC
,PathName: ,C:\Windows\system32\DRIVERS\lsi_fc.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,LSI_SAS
,Name: ,LSI_SAS
,PathName: ,C:\Windows\system32\DRIVERS\lsi_sas.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,LSI_SAS2
,Name: ,LSI_SAS2
,PathName: ,C:\Windows\system32\DRIVERS\lsi_sas2.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,LSI_SCSI
,Name: ,LSI_SCSI
,PathName: ,C:\Windows\system32\DRIVERS\lsi_scsi.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,UAC File Virtualization
,Name: ,luafv
,PathName: ,C:\Windows\system32\drivers\luafv.sys
,ServiceType: ,File System Driver
,State: ,Running
,Status: ,OK
,Description: ,Logitech USB Monitor Filter
,Name: ,LVUSBSta
,PathName: ,C:\Windows\system32\drivers\LVUSBSta.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,megasas
,Name: ,megasas
,PathName: ,C:\Windows\system32\DRIVERS\megasas.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,MegaSR
,Name: ,MegaSR
,PathName: ,C:\Windows\system32\DRIVERS\MegaSR.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Modem
,Name: ,Modem
,PathName: ,C:\Windows\system32\drivers\modem.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Microsoft Monitor Class Function Driver Service
,Name: ,monitor
,PathName: ,C:\Windows\system32\DRIVERS\monitor.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Mouse Class Driver
,Name: ,mouclass
,PathName: ,C:\Windows\system32\DRIVERS\mouclass.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Mouse HID Driver
,Name: ,mouhid
,PathName: ,C:\Windows\system32\DRIVERS\mouhid.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Mount Point Manager
,Name: ,mountmgr
,PathName: ,C:\Windows\system32\drivers\mountmgr.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,mpio
,Name: ,mpio
,PathName: ,C:\Windows\system32\DRIVERS\mpio.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Windows Firewall Authorization Driver
,Name: ,mpsdrv
,PathName: ,C:\Windows\system32\drivers\mpsdrv.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,WebDav Client Redirector Driver
,Name: ,MRxDAV
,PathName: ,C:\Windows\system32\drivers\mrxdav.sys
,ServiceType: ,File System Driver
,State: ,Stopped
,Status: ,OK
,Description: ,SMB MiniRedirector Wrapper and Engine
,Name: ,mrxsmb
,PathName: ,C:\Windows\system32\DRIVERS\mrxsmb.sys
,ServiceType: ,File System Driver
,State: ,Running
,Status: ,OK
,Description: ,SMB 1.x MiniRedirector
,Name: ,mrxsmb10
,PathName: ,C:\Windows\system32\DRIVERS\mrxsmb10.sys
,ServiceType: ,File System Driver
,State: ,Running
,Status: ,OK
,Description: ,SMB 2.0 MiniRedirector
,Name: ,mrxsmb20
,PathName: ,C:\Windows\system32\DRIVERS\mrxsmb20.sys
,ServiceType: ,File System Driver
,State: ,Running
,Status: ,OK
,Description: ,msahci
,Name: ,msahci
,PathName: ,C:\Windows\system32\DRIVERS\msahci.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,msdsm
,Name: ,msdsm
,PathName: ,C:\Windows\system32\DRIVERS\msdsm.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Msfs
,Name: ,Msfs
,PathName: ,C:\Windows\system32\drivers\Msfs.sys
,ServiceType: ,File System Driver
,State: ,Running
,Status: ,OK
,Description: ,Pass-through HID to KMDF Filter Driver
,Name: ,mshidkmdf
,PathName: ,C:\Windows\system32\drivers\mshidkmdf.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,msisadrv
,Name: ,msisadrv
,PathName: ,C:\Windows\system32\DRIVERS\msisadrv.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Microsoft Streaming Service Proxy
,Name: ,MSKSSRV
,PathName: ,C:\Windows\system32\drivers\MSKSSRV.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Microsoft Streaming Clock Proxy
,Name: ,MSPCLOCK
,PathName: ,C:\Windows\system32\drivers\MSPCLOCK.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Microsoft Streaming Quality Manager Proxy
,Name: ,MSPQM
,PathName: ,C:\Windows\system32\drivers\MSPQM.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,MsRPC
,Name: ,MsRPC
,PathName: ,C:\Windows\system32\drivers\MsRPC.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Microsoft System Management BIOS Driver
,Name: ,mssmbios
,PathName: ,C:\Windows\system32\DRIVERS\mssmbios.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Microsoft Streaming Tee/Sink-to-Sink Converter
,Name: ,MSTEE
,PathName: ,C:\Windows\system32\drivers\MSTEE.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Microsoft Input Configuration Driver
,Name: ,MTConfig
,PathName: ,C:\Windows\system32\DRIVERS\MTConfig.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Mup
,Name: ,Mup
,PathName: ,C:\Windows\system32\Drivers\mup.sys
,ServiceType: ,File System Driver
,State: ,Running
,Status: ,OK
,Description: ,NativeWiFi Filter
,Name: ,NativeWifiP
,PathName: ,C:\Windows\system32\DRIVERS\nwifi.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,NDIS System Driver
,Name: ,NDIS
,PathName: ,C:\Windows\system32\drivers\ndis.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,NDIS Capture LightWeight Filter
,Name: ,NdisCap
,PathName: ,C:\Windows\system32\DRIVERS\ndiscap.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Remote Access NDIS TAPI Driver
,Name: ,NdisTapi
,PathName: ,C:\Windows\system32\DRIVERS\ndistapi.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,NDIS Usermode I/O Protocol
,Name: ,Ndisuio
,PathName: ,C:\Windows\system32\DRIVERS\ndisuio.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Remote Access NDIS WAN Driver
,Name: ,NdisWan
,PathName: ,C:\Windows\system32\DRIVERS\ndiswan.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,NDIS Proxy
,Name: ,NDProxy
,PathName: ,C:\Windows\system32\drivers\NDProxy.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,NetBIOS Interface
,Name: ,NetBIOS
,PathName: ,C:\Windows\system32\DRIVERS\netbios.sys
,ServiceType: ,File System Driver
,State: ,Running
,Status: ,OK
,Description: ,NetBT
,Name: ,NetBT
,PathName: ,C:\Windows\system32\DRIVERS\netbt.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,nfrd960
,Name: ,nfrd960
,PathName: ,C:\Windows\system32\DRIVERS\nfrd960.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Npfs
,Name: ,Npfs
,PathName: ,C:\Windows\system32\drivers\Npfs.sys
,ServiceType: ,File System Driver
,State: ,Running
,Status: ,OK
,Description: ,NSI proxy service driver.
,Name: ,nsiproxy
,PathName: ,C:\Windows\system32\drivers\nsiproxy.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Ntfs
,Name: ,Ntfs
,PathName: ,C:\Windows\system32\drivers\Ntfs.sys
,ServiceType: ,File System Driver
,State: ,Running
,Status: ,OK
,Description: ,Null
,Name: ,Null
,PathName: ,C:\Windows\system32\drivers\Null.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,nvraid
,Name: ,nvraid
,PathName: ,C:\Windows\system32\DRIVERS\nvraid.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,nvstor
,Name: ,nvstor
,PathName: ,C:\Windows\system32\DRIVERS\nvstor.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,NVIDIA nForce AGP Bus Filter
,Name: ,nv_agp
,PathName: ,C:\Windows\system32\DRIVERS\nv_agp.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,1394 OHCI Compliant Host Controller (Legacy)
,Name: ,ohci1394
,PathName: ,C:\Windows\system32\DRIVERS\ohci1394.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Parallel port driver
,Name: ,Parport
,PathName: ,C:\Windows\system32\DRIVERS\parport.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Partition Manager
,Name: ,partmgr
,PathName: ,C:\Windows\system32\drivers\partmgr.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Parvdm
,Name: ,Parvdm
,PathName: ,C:\Windows\system32\DRIVERS\parvdm.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,PCI Bus Driver
,Name: ,pci
,PathName: ,C:\Windows\system32\DRIVERS\pci.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,pciide
,Name: ,pciide
,PathName: ,C:\Windows\system32\DRIVERS\pciide.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,pcmcia
,Name: ,pcmcia
,PathName: ,C:\Windows\system32\DRIVERS\pcmcia.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Performance Counters for Windows Driver
,Name: ,pcw
,PathName: ,C:\Windows\system32\drivers\pcw.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,PEAUTH
,Name: ,PEAUTH
,PathName: ,C:\Windows\system32\drivers\peauth.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Logitech QuickCam Express(PID_0928)
,Name: ,PID_0928
,PathName: ,C:\Windows\system32\DRIVERS\LV561AV.SYS
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,WAN Miniport (PPTP)
,Name: ,PptpMiniport
,PathName: ,C:\Windows\system32\DRIVERS\raspptp.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Processor Driver
,Name: ,Processor
,PathName: ,C:\Windows\system32\DRIVERS\processr.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,QoS Packet Scheduler
,Name: ,Psched
,PathName: ,C:\Windows\system32\DRIVERS\pacer.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,pwdrvio
,Name: ,pwdrvio
,PathName: ,\??\C:\Windows\system32\pwdrvio.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,pwdspio
,Name: ,pwdspio
,PathName: ,\??\C:\Windows\system32\pwdspio.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,PxHelp20
,Name: ,PxHelp20
,PathName: ,C:\Windows\system32\Drivers\PxHelp20.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,ql2300
,Name: ,ql2300
,PathName: ,C:\Windows\system32\DRIVERS\ql2300.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,ql40xx
,Name: ,ql40xx
,PathName: ,C:\Windows\system32\DRIVERS\ql40xx.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,QWAVE driver
,Name: ,QWAVEdrv
,PathName: ,C:\Windows\system32\drivers\qwavedrv.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Remote Access Auto Connection Driver
,Name: ,RasAcd
,PathName: ,C:\Windows\system32\DRIVERS\rasacd.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,WAN Miniport (IKEv2)
,Name: ,RasAgileVpn
,PathName: ,C:\Windows\system32\DRIVERS\AgileVpn.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,WAN Miniport (L2TP)
,Name: ,Rasl2tp
,PathName: ,C:\Windows\system32\DRIVERS\rasl2tp.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Remote Access PPPOE Driver
,Name: ,RasPppoe
,PathName: ,C:\Windows\system32\DRIVERS\raspppoe.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,WAN Miniport (SSTP)
,Name: ,RasSstp
,PathName: ,C:\Windows\system32\DRIVERS\rassstp.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Redirected Buffering Sub Sysytem
,Name: ,rdbss
,PathName: ,C:\Windows\system32\DRIVERS\rdbss.sys
,ServiceType: ,File System Driver
,State: ,Running
,Status: ,OK
,Description: ,Remote Desktop Device Redirector Bus Driver
,Name: ,rdpbus
,PathName: ,C:\Windows\system32\DRIVERS\rdpbus.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,RDPCDD
,Name: ,RDPCDD
,PathName: ,C:\Windows\system32\DRIVERS\RDPCDD.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Terminal Server Device Redirector Driver
,Name: ,RDPDR
,PathName: ,C:\Windows\system32\drivers\rdpdr.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,RDP Encoder Mirror Driver
,Name: ,RDPENCDD
,PathName: ,C:\Windows\system32\drivers\rdpencdd.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Reflector Display Driver used to gain access to graphics data
,Name: ,RDPREFMP
,PathName: ,C:\Windows\system32\drivers\rdprefmp.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,RDP Winstation Driver
,Name: ,RDPWD
,PathName: ,C:\Windows\system32\drivers\RDPWD.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,ReadyBoost
,Name: ,rdyboost
,PathName: ,C:\Windows\system32\drivers\rdyboost.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Reliable Multicast Protocol
,Name: ,RMCAST
,PathName: ,C:\Windows\system32\DRIVERS\RMCAST.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Link-Layer Topology Discovery Responder
,Name: ,rspndr
,PathName: ,C:\Windows\system32\DRIVERS\rspndr.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Realtek 10/100 NIC Family NDIS x86 Driver
,Name: ,RTL8023xp
,PathName: ,C:\Windows\system32\DRIVERS\Rtnicxp.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,s3cap
,Name: ,s3cap
,PathName: ,C:\Windows\system32\DRIVERS\vms3cap.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,sbp2port
,Name: ,sbp2port
,PathName: ,C:\Windows\system32\DRIVERS\sbp2port.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Smart card PnP Class Filter Driver
,Name: ,scfilter
,PathName: ,C:\Windows\system32\DRIVERS\scfilter.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Security Driver
,Name: ,secdrv
,PathName: ,C:\Windows\system32\drivers\secdrv.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Serenum Filter Driver
,Name: ,Serenum
,PathName: ,C:\Windows\system32\DRIVERS\serenum.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Serial port driver
,Name: ,Serial
,PathName: ,C:\Windows\system32\DRIVERS\serial.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Serial Mouse Driver
,Name: ,sermouse
,PathName: ,C:\Windows\system32\DRIVERS\sermouse.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,SFF Storage Class Driver
,Name: ,sffdisk
,PathName: ,C:\Windows\system32\DRIVERS\sffdisk.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,SFF Storage Protocol Driver for MMC
,Name: ,sffp_mmc
,PathName: ,C:\Windows\system32\DRIVERS\sffp_mmc.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,SFF Storage Protocol Driver for SDBus
,Name: ,sffp_sd
,PathName: ,C:\Windows\system32\DRIVERS\sffp_sd.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,High-Capacity Floppy Disk Drive
,Name: ,sfloppy
,PathName: ,C:\Windows\system32\DRIVERS\sfloppy.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,SIS AGP Bus Filter
,Name: ,sisagp
,PathName: ,C:\Windows\system32\DRIVERS\sisagp.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,SiSRaid2
,Name: ,SiSRaid2
,PathName: ,C:\Windows\system32\DRIVERS\SiSRaid2.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,SiSRaid4
,Name: ,SiSRaid4
,PathName: ,C:\Windows\system32\DRIVERS\sisraid4.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Message-oriented TCP/IP and TCP/IPv6 Protocol (SMB session)
,Name: ,Smb
,PathName: ,C:\Windows\system32\DRIVERS\smb.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Security Processor Loader Driver
,Name: ,spldr
,PathName: ,C:\Windows\system32\drivers\spldr.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Server SMB 1.xxx Driver
,Name: ,srv
,PathName: ,C:\Windows\system32\DRIVERS\srv.sys
,ServiceType: ,File System Driver
,State: ,Running
,Status: ,OK
,Description: ,Server SMB 2.xxx Driver
,Name: ,srv2
,PathName: ,C:\Windows\system32\DRIVERS\srv2.sys
,ServiceType: ,File System Driver
,State: ,Running
,Status: ,OK
,Description: ,srvnet
,Name: ,srvnet
,PathName: ,C:\Windows\system32\DRIVERS\srvnet.sys
,ServiceType: ,File System Driver
,State: ,Running
,Status: ,OK
,Description: ,stexstor
,Name: ,stexstor
,PathName: ,C:\Windows\system32\DRIVERS\stexstor.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Disk Virtual Machine Bus Acceleration Filter Driver
,Name: ,storflt
,PathName: ,C:\Windows\system32\DRIVERS\vmstorfl.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,storvsc
,Name: ,storvsc
,PathName: ,C:\Windows\system32\DRIVERS\storvsc.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Software Bus Driver
,Name: ,swenum
,PathName: ,C:\Windows\system32\DRIVERS\swenum.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,TCP/IP Protocol Driver
,Name: ,Tcpip
,PathName: ,C:\Windows\system32\drivers\tcpip.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Microsoft IPv6 Protocol Driver
,Name: ,TCPIP6
,PathName: ,C:\Windows\system32\DRIVERS\tcpip.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,TCP/IP Registry Compatibility
,Name: ,tcpipreg
,PathName: ,C:\Windows\system32\drivers\tcpipreg.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,TDPIPE
,Name: ,TDPIPE
,PathName: ,C:\Windows\system32\drivers\tdpipe.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,TDTCP
,Name: ,TDTCP
,PathName: ,C:\Windows\system32\drivers\tdtcp.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,NetIO Legacy TDI Support Driver
,Name: ,tdx
,PathName: ,C:\Windows\system32\DRIVERS\tdx.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Terminal Device Driver
,Name: ,TermDD
,PathName: ,C:\Windows\system32\DRIVERS\termdd.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Remote Desktop Services Security Filter Driver
,Name: ,tssecsrv
,PathName: ,C:\Windows\system32\DRIVERS\tssecsrv.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Microsoft Tunnel Miniport Adapter Driver
,Name: ,tunnel
,PathName: ,C:\Windows\system32\DRIVERS\tunnel.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Microsoft AGPv3.5 Filter
,Name: ,uagp35
,PathName: ,C:\Windows\system32\DRIVERS\uagp35.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,udfs
,Name: ,udfs
,PathName: ,C:\Windows\system32\DRIVERS\udfs.sys
,ServiceType: ,File System Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Uli AGP Bus Filter
,Name: ,uliagpkx
,PathName: ,C:\Windows\system32\DRIVERS\uliagpkx.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,UMBus Enumerator Driver
,Name: ,umbus
,PathName: ,C:\Windows\system32\DRIVERS\umbus.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Microsoft UMPass Driver
,Name: ,UmPass
,PathName: ,C:\Windows\system32\DRIVERS\umpass.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Microsoft USB Generic Parent Driver
,Name: ,usbccgp
,PathName: ,C:\Windows\system32\DRIVERS\usbccgp.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,Degraded
,Description: ,eHome Infrared Receiver (USBCIR)
,Name: ,usbcir
,PathName: ,C:\Windows\system32\DRIVERS\usbcir.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Microsoft USB 2.0 Enhanced Host Controller Miniport Driver
,Name: ,usbehci
,PathName: ,C:\Windows\system32\DRIVERS\usbehci.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Microsoft USB Standard Hub Driver
,Name: ,usbhub
,PathName: ,C:\Windows\system32\DRIVERS\usbhub.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Microsoft USB Open Host Controller Miniport Driver
,Name: ,usbohci
,PathName: ,C:\Windows\system32\DRIVERS\usbohci.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,Microsoft USB PRINTER Class
,Name: ,usbprint
,PathName: ,C:\Windows\system32\DRIVERS\usbprint.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,USB Scanner Driver
,Name: ,usbscan
,PathName: ,C:\Windows\system32\DRIVERS\usbscan.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,USB Mass Storage Driver
,Name: ,USBSTOR
,PathName: ,C:\Windows\system32\DRIVERS\USBSTOR.SYS
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Microsoft USB Universal Host Controller Miniport Driver
,Name: ,usbuhci
,PathName: ,C:\Windows\system32\DRIVERS\usbuhci.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,USB RNDIS Adapter
,Name: ,usb_rndisx
,PathName: ,C:\Windows\system32\DRIVERS\usb8023x.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,Microsoft Virtual Drive Enumerator Driver
,Name: ,vdrvroot
,PathName: ,C:\Windows\system32\DRIVERS\vdrvroot.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,vga
,Name: ,vga
,PathName: ,C:\Windows\system32\DRIVERS\vgapnp.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,VgaSave
,Name: ,VgaSave
,PathName: ,C:\Windows\system32\drivers\vga.sys
,ServiceType: ,Kernel Driver
,State: ,Running
,Status: ,OK
,Description: ,vhdmp
,Name: ,vhdmp
,PathName: ,C:\Windows\system32\DRIVERS\vhdmp.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,VIA AGP Bus Filter
,Name: ,viaagp
,PathName: ,C:\Windows\system32\DRIVERS\viaagp.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,VIA C7 Processor Driver
,Name: ,ViaC7
,PathName: ,C:\Windows\system32\DRIVERS\viac7.sys
,ServiceType: ,Kernel Driver
,State: ,Stopped
,Status: ,OK
,Description: ,viaide
,Name: ,viaide
